season,team,matches,points,win,draw,loss,goals_for,goals_against,attendance,accurateCross,accurateLongBalls,accuratePasses,aerialDuelsPercentage,ballPossession,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedScoringAttempt,cornerKicks,dispossessed,dribblesPercentage,duelWonPercent,finalThirdEntries,fouls,goalkeeperSaves,hitWoodwork,interceptionWon,passes,shotsOffGoal,shotsOnGoal,totalClearance,totalShotsInsideBox,totalShotsOnGoal,totalShotsOutsideBox,totalTackle,wonTacklePercent,goal_difference,win_pct,goals_per_game,position,is_champion,top_4,relegated
2023-2024,West Ham United,38,52,14,10,14,60,74,49902.61111111111,4.157894736842105,22.973684210526315,306.7631578947368,15.263157894736842,40.8421052631579,55.05263157894737,2.1052631578947367,1.3142857142857143,1.0,2.9473684210526314,4.368421052631579,10.447368421052632,9.289473684210526,50.5,50.81578947368421,10.263157894736842,4.5,0.3684210526315789,9.5,387.6842105263158,4.842105263157895,4.052631578947368,22.68421052631579,8.18421052631579,11.842105263157896,3.6578947368421053,18.0,11.210526315789474,-14,36.84210526315789,1.5789473684210527,9,False,False,False
2023-2024,Wolverhampton,38,46,13,7,18,50,65,34805.54285714286,3.710526315789474,21.157894736842106,382.2105263157895,11.81578947368421,48.89473684210526,57.36842105263158,1.9210526315789473,1.2727272727272727,0.9117647058823529,2.9210526315789473,4.105263157894737,10.236842105263158,10.921052631578947,50.23684210526316,44.13157894736842,12.526315789473685,3.736842105263158,0.3157894736842105,7.473684210526316,464.10526315789474,4.157894736842105,4.2105263157894735,20.68421052631579,7.526315789473684,11.289473684210526,3.763157894736842,19.44736842105263,11.31578947368421,-15,34.21052631578947,1.3157894736842106,15,False,False,False
2024-2025,Arsenal,38,74,20,14,4,69,34,50107.45945945946,4.842105263157895,16.44736842105263,426.6578947368421,12.657894736842104,56.973684210526315,45.1578947368421,2.972972972972973,2.121212121212121,1.3793103448275863,4.684210526315789,6.605263157894737,10.052631578947368,8.421052631578947,49.73684210526316,54.94736842105263,10.552631578947368,2.263157894736842,0.3157894736842105,5.921052631578948,489.9736842105263,4.7368421052631575,4.947368421052632,17.0,10.526315789473685,14.368421052631579,3.8421052631578947,15.736842105263158,9.157894736842104,35,52.63157894736842,1.8157894736842106,2,False,True,False
2024-2025,Aston Villa,38,66,19,9,10,58,51,41193.37142857143,3.289473684210526,17.92105263157895,370.55263157894734,10.157894736842104,50.60526315789474,44.68421052631579,3.081081081081081,2.1714285714285713,1.1515151515151516,3.526315789473684,6.052631578947368,10.157894736842104,8.605263157894736,51.44736842105263,48.55263157894737,10.68421052631579,2.8421052631578947,0.42105263157894735,6.315789473684211,434.42105263157896,4.7368421052631575,4.473684210526316,19.157894736842106,8.868421052631579,12.736842105263158,3.8684210526315788,16.763157894736842,9.789473684210526,7,50.0,1.5263157894736843,6,False,False,False
2024-2025,Bournemouth,38,56,15,11,12,58,46,23954.916666666668,5.184210526315789,23.105263157894736,318.10526315789474,15.289473684210526,48.578947368421055,54.18421052631579,2.864864864864865,1.9428571428571428,1.1176470588235294,4.2368421052631575,6.0,9.210526315789474,7.7368421052631575,48.421052631578945,59.76315789473684,13.81578947368421,3.3684210526315788,0.6052631578947368,9.236842105263158,398.7894736842105,5.7368421052631575,5.315789473684211,25.94736842105263,10.289473684210526,15.289473684210526,5.0,18.18421052631579,10.5,12,39.473684210526315,1.5263157894736843,9,False,False,False
2024-2025,Brentford,38,56,16,8,14,66,57,27035.81081081081,4.315789473684211,25.342105263157894,332.0,16.63157894736842,47.76315789473684,50.921052631578945,2.8684210526315788,1.7941176470588236,1.4545454545454546,2.8421052631578947,4.578947368421052,7.894736842105263,6.973684210526316,51.44736842105263,53.44736842105263,8.421052631578947,4.105263157894737,0.2631578947368421,7.5,411.36842105263156,3.8947368421052633,4.842105263157895,26.42105263157895,8.894736842105264,11.578947368421053,2.6842105263157894,16.657894736842106,10.0,9,42.10526315789473,1.736842105263158,10,False,False,False
2024-2025,Brighton & Hove Albion,38,61,16,13,9,66,59,35486.18918918919,5.078947368421052,20.842105263157894,394.7368421052632,13.868421052631579,52.55263157894737,48.921052631578945,2.972972972972973,1.9714285714285715,1.2058823529411764,4.0,4.947368421052632,9.052631578947368,8.894736842105264,50.31578947368421,51.973684210526315,11.526315789473685,2.5405405405405403,0.34210526315789475,8.289473684210526,465.89473684210526,5.0,5.026315789473684,19.68421052631579,9.263157894736842,14.026315789473685,4.7631578947368425,18.55263157894737,11.342105263157896,7,42.10526315789473,1.736842105263158,8,False,False,False
2024-2025,Chelsea,38,69,20,9,9,64,43,40157.34210526316,3.8684210526315788,21.44736842105263,451.5,10.763157894736842,57.18421052631579,48.526315789473685,3.2432432432432434,2.2432432432432434,1.1935483870967742,4.473684210526316,6.157894736842105,7.815789473684211,8.578947368421053,50.5,59.63157894736842,11.473684210526315,3.026315789473684,0.5526315789473685,7.157894736842105,520.9473684210526,5.447368421052632,5.7368421052631575,17.210526315789473,10.368421052631579,15.657894736842104,5.2894736842105265,15.473684210526315,9.763157894736842,21,52.63157894736842,1.6842105263157894,4,False,True,False
2024-2025,Crystal Palace,38,53,13,14,11,51,51,32964.73684210526,3.8157894736842106,20.605263157894736,291.55263157894734,13.710526315789474,42.55263157894737,51.63157894736842,2.864864864864865,2.0555555555555554,1.0,3.8421052631578947,4.5,8.921052631578947,5.5,49.578947368421055,50.13157894736842,10.973684210526315,2.736842105263158,0.34210526315789475,8.789473684210526,377.36842105263156,4.842105263157895,4.894736842105263,27.394736842105264,9.078947368421053,13.578947368421053,4.5,20.18421052631579,11.842105263157896,0,34.21052631578947,1.3421052631578947,12,False,False,False
2024-2025,Everton,38,48,11,15,12,42,44,39949.416666666664,4.815789473684211,26.57894736842105,277.10526315789474,16.5,40.60526315789474,48.026315789473685,2.026315789473684,1.5,0.8846153846153846,2.736842105263158,4.052631578947368,10.263157894736842,7.447368421052632,50.28947368421053,55.39473684210526,11.31578947368421,3.210526315789474,0.2631578947368421,9.078947368421053,351.3421052631579,4.157894736842105,3.789473684210526,27.657894736842106,7.342105263157895,10.68421052631579,3.3421052631578947,19.263157894736842,11.394736842105264,-2,28.947368421052634,1.105263157894737,13,False,False,False
2024-2025,Fulham,38,54,15,9,14,54,54,34044.83783783784,6.2894736842105265,24.236842105263158,400.7631578947368,14.342105263157896,52.36842105263158,48.86842105263158,2.1621621621621623,1.3333333333333333,1.0666666666666667,4.0,5.342105263157895,7.394736842105263,7.578947368421052,50.94736842105263,54.421052631578945,11.368421052631579,2.8947368421052633,0.21052631578947367,7.947368421052632,474.0263157894737,5.131578947368421,4.552631578947368,23.342105263157894,9.657894736842104,13.68421052631579,4.026315789473684,17.86842105263158,10.81578947368421,0,39.473684210526315,1.4210526315789473,11,False,False,False
2024-2025,Ipswich Town,38,22,4,10,24,36,82,35386.97222222222,3.0789473684210527,18.92105263157895,284.92105263157896,14.842105263157896,40.28947368421053,45.921052631578945,1.6216216216216217,1.1428571428571428,0.5882352941176471,2.9210526315789473,3.8157894736842106,9.131578947368421,7.2894736842105265,48.89473684210526,45.81578947368421,11.31578947368421,3.526315789473684,0.23684210526315788,7.973684210526316,354.2631578947368,3.6315789473684212,3.3421052631578947,28.13157894736842,6.026315789473684,9.894736842105264,3.8684210526315788,15.5,8.947368421052632,-46,10.526315789473683,0.9473684210526315,19,False,False,True
2024-2025,Leicester City,38,25,6,7,25,33,80,36308.78378378379,3.8684210526315788,18.210526315789473,343.55263157894734,13.5,45.36842105263158,45.526315789473685,1.5263157894736843,1.0,0.696969696969697,2.4473684210526314,3.6578947368421053,8.842105263157896,6.947368421052632,48.6578947368421,46.60526315789474,11.052631578947368,3.5526315789473686,0.2631578947368421,8.605263157894736,420.0,3.4473684210526314,2.9210526315789473,25.105263157894736,5.973684210526316,8.81578947368421,2.8421052631578947,19.157894736842106,11.342105263157896,-47,15.789473684210526,0.868421052631579,18,False,False,True
2024-2025,Liverpool,38,84,25,9,4,86,41,49580.10810810811,4.578947368421052,22.263157894736842,456.5263157894737,10.763157894736842,57.921052631578945,48.86842105263158,3.9473684210526314,2.6285714285714286,1.8125,4.7368421052631575,6.631578947368421,9.210526315789474,7.921052631578948,49.1578947368421,60.76315789473684,11.31578947368421,2.789473684210526,0.5789473684210527,7.868421052631579,529.1578947368421,6.2368421052631575,6.078947368421052,18.236842105263158,12.631578947368421,17.05263157894737,4.421052631578948,16.894736842105264,10.289473684210526,45,65.78947368421053,2.263157894736842,1,True,True,False
2024-2025,Manchester City,38,71,21,8,9,72,44,45561.65714285714,4.184210526315789,20.42105263157895,543.6842105263158,8.236842105263158,61.526315789473685,42.78947368421053,3.1666666666666665,1.9142857142857144,1.3823529411764706,4.578947368421052,6.657894736842105,10.394736842105264,9.921052631578947,50.31578947368421,57.973684210526315,7.552631578947368,2.289473684210526,0.47368421052631576,6.026315789473684,604.5526315789474,5.684210526315789,5.7105263157894735,15.447368421052632,10.157894736842104,15.973684210526315,5.815789473684211,13.078947368421053,7.868421052631579,28,55.26315789473685,1.894736842105263,3,False,True,False
2024-2025,Manchester United,38,42,11,9,18,44,54,55743.08571428571,4.078947368421052,22.36842105263158,420.2631578947368,13.026315789473685,53.55263157894737,51.68421052631579,2.2777777777777777,1.7058823529411764,0.8571428571428571,4.473684210526316,5.184210526315789,9.289473684210526,6.631578947368421,50.81578947368421,49.1578947368421,10.605263157894736,2.6486486486486487,0.39473684210526316,9.421052631578947,497.94736842105266,4.815789473684211,4.605263157894737,19.07894736842105,8.789473684210526,13.894736842105264,5.105263157894737,21.5,12.973684210526315,-10,28.947368421052634,1.1578947368421053,15,False,False,False
2024-2025,Newcastle United,38,66,20,6,12,68,47,42372.23684210526,4.473684210526316,17.789473684210527,377.89473684210526,13.18421052631579,51.13157894736842,50.26315789473684,2.8157894736842106,1.6578947368421053,1.3333333333333333,4.026315789473684,5.7105263157894735,11.526315789473685,7.421052631578948,49.21052631578947,50.6578947368421,10.368421052631579,3.0789473684210527,0.3684210526315789,7.105263157894737,451.89473684210526,5.184210526315789,4.605263157894737,21.736842105263158,9.894736842105264,13.81578947368421,3.9210526315789473,15.868421052631579,9.763157894736842,21,52.63157894736842,1.7894736842105263,5,False,False,False
2024-2025,Nottingham Forest,38,65,19,8,11,58,46,33629.18918918919,3.9473684210526314,20.105263157894736,268.1578947368421,15.210526315789474,40.86842105263158,46.71052631578947,2.108108108108108,1.3714285714285714,1.0,3.289473684210526,4.184210526315789,8.526315789473685,6.815789473684211,51.44736842105263,49.81578947368421,10.552631578947368,3.1578947368421053,0.23684210526315788,8.473684210526315,340.94736842105266,4.526315789473684,4.368421052631579,31.13157894736842,7.7368421052631575,12.18421052631579,4.447368421052632,18.36842105263158,11.026315789473685,12,50.0,1.5263157894736843,7,False,False,False
2024-2025,Southampton,38,12,2,6,30,26,86,34547.60526315789,3.3684210526315788,19.18421052631579,389.4736842105263,12.473684210526315,48.63157894736842,45.36842105263158,1.5945945945945945,1.1944444444444444,0.47058823529411764,3.3421052631578947,4.0,9.342105263157896,8.210526315789474,49.78947368421053,45.026315789473685,12.078947368421053,4.2631578947368425,0.34210526315789475,8.026315789473685,455.2368421052632,2.763157894736842,2.9210526315789473,25.07894736842105,6.473684210526316,9.026315789473685,2.5526315789473686,17.157894736842106,9.947368421052632,-60,5.263157894736842,0.6842105263157895,20,False,False,True
2024-2025,Tottenham Hotspur,38,38,11,5,22,64,65,50162.84210526316,4.473684210526316,15.368421052631579,408.39473684210526,11.263157894736842,54.81578947368421,49.78947368421053,2.6052631578947367,1.5526315789473684,1.0810810810810811,3.6842105263157894,6.394736842105263,11.210526315789474,8.105263157894736,48.026315789473685,50.71052631578947,11.736842105263158,3.236842105263158,0.39473684210526316,8.473684210526315,480.2105263157895,4.526315789473684,4.868421052631579,20.394736842105264,9.421052631578947,13.078947368421053,3.6578947368421053,17.394736842105264,10.894736842105264,-1,28.947368421052634,1.6842105263157894,17,False,False,False
2024-2025,West Ham United,38,43,11,10,17,46,62,50454.45945945946,4.078947368421052,23.68421052631579,367.42105263157896,15.631578947368421,48.63157894736842,47.39473684210526,1.9736842105263157,1.3513513513513513,0.7575757575757576,3.8684210526315788,4.0,10.31578947368421,9.131578947368421,49.973684210526315,51.13157894736842,11.657894736842104,3.473684210526316,0.4473684210526316,8.710526315789474,444.5,4.815789473684211,3.8421052631578947,26.263157894736842,8.81578947368421,12.526315789473685,3.710526315789474,17.210526315789473,10.210526315789474,-16,28.947368421052634,1.2105263157894737,14,False,False,False
2024-2025,Wolverhampton,38,42,12,6,20,54,69,35254.78378378379,3.4210526315789473,21.473684210526315,356.86842105263156,11.973684210526315,48.078947368421055,50.28947368421053,1.8421052631578947,1.162162162162162,0.84375,2.8947368421052633,3.8947368421052633,9.710526315789474,8.526315789473685,51.026315789473685,46.73684210526316,12.631578947368421,2.6842105263157894,0.2894736842105263,7.842105263157895,431.63157894736844,4.2368421052631575,4.2105263157894735,23.736842105263158,7.052631578947368,11.342105263157896,4.2894736842105265,21.07894736842105,12.394736842105264,-15,31.57894736842105,1.4210526315789473,16,False,False,False
2025-2026,Arsenal,37,82,25,7,5,71,26,52282.08,4.67741935483871,18.225806451612904,391.5806451612903,16.70967741935484,55.483870967741936,44.225806451612904,3.433333333333333,2.3214285714285716,2.12,4.225806451612903,5.709677419354839,9.64516129032258,7.161290322580645,50.87096774193548,56.67741935483871,10.161290322580646,1.5806451612903225,1.3225806451612903,7.032258064516129,463.96774193548384,5.32258064516129,4.903225806451613,23.35483870967742,10.612903225806452,15.709677419354838,3.806451612903226,15.903225806451612,10.03225806451613,45,67.56756756756756,1.9189189189189189,1,True,True,False
2025-2026,Aston Villa,36,59,17,8,11,50,46,42281.38461538462,4.032258064516129,19.0,369.83870967741933,12.451612903225806,52.41935483870968,43.03225806451613,3.5,1.6428571428571428,1.826086956521739,4.290322580645161,5.451612903225806,11.516129032258064,6.225806451612903,48.03225806451613,49.74193548387097,10.935483870967742,3.064516129032258,0.3548387096774194,6.064516129032258,436.4516129032258,4.451612903225806,4.193548387096774,21.483870967741936,8.096774193548388,12.419354838709678,4.709677419354839,15.064516129032258,9.32258064516129,4,47.22222222222222,1.3888888888888888,4,False,True,False
2025-2026,Bournemouth,36,55,13,16,7,56,52,27766.76923076923,6.612903225806452,20.516129032258064,312.51612903225805,16.161290322580644,46.935483870967744,48.38709677419355,4.379310344827586,2.2962962962962963,3.5,3.7419354838709675,5.548387096774194,10.580645161290322,7.096774193548387,44.58064516129032,55.38709677419355,11.129032258064516,3.066666666666667,1.8387096774193548,9.0,388.35483870967744,4.709677419354839,5.580645161290323,30.806451612903224,7.935483870967742,14.870967741935484,6.193548387096774,18.06451612903226,10.870967741935484,4,36.11111111111111,1.5555555555555556,6,False,False,False
2025-2026,Brentford,36,51,14,9,13,52,49,28485.44827586207,8.03225806451613,21.771612903225805,287.6774193548387,18.806451612903224,45.61290322580645,47.67741935483871,6.6,2.7,2.392857142857143,2.161290322580645,5.0,7.676451612903226,6.225806451612903,45.38709677419355,50.25806451612903,10.580645161290322,2.774193548387097,1.7419354838709677,8.838709677419354,366.0774193548387,18.516129032258064,3.7096774193548385,38.87096774193548,8.03225806451613,9.870967741935484,2.6129032258064515,15.580645161290322,21.34867741935484,3,38.88888888888889,1.4444444444444444,8,False,False,False
2025-2026,Brighton & Hove Albion,36,53,14,11,11,52,42,35009.7037037037,6.129032258064516,19.838709677419356,378.4516129032258,15.161290322580646,51.16129032258065,48.45161290322581,2.566666666666667,2.0344827586206895,1.28,3.4838709677419355,4.741935483870968,9.161290322580646,7.483870967741935,47.29032258064516,52.70967741935484,11.709677419354838,2.7419354838709675,0.3548387096774194,8.483870967741936,454.16129032258067,4.903225806451613,4.199329032258065,24.032258064516128,8.451612903225806,14.0,4.612903225806452,17.864193548387096,27.580645161290324,10,38.88888888888889,1.4444444444444444,7,False,False,False
2025-2026,Burnley,36,21,4,9,23,37,73,31778.59259259259,2.5483870967741935,22.032258064516128,273.9032258064516,15.03225806451613,39.32258064516129,42.12903225806452,3.838709677419355,1.5806451612903225,1.7857142857142858,3.2580645161290325,3.6129032258064515,8.161290322580646,4.645161290322581,45.74193548387097,49.0,9.483870967741936,3.566666666666667,0.6865322580645161,10.225806451612904,351.0577419354839,18.322580645161292,3.096774193548387,28.774193548387096,21.225806451612904,10.387096774193548,3.6451612903225805,18.096774193548388,9.225806451612904,-36,11.11111111111111,1.0277777777777777,19,False,False,True
2025-2026,Chelsea,37,49,13,10,14,56,52,39888.21428571428,5.129032258064516,20.677419354838708,466.19354838709677,13.96774193548387,57.806451612903224,55.96774193548387,4.870967741935484,1.7096774193548387,1.6551724137931034,19.741935483870968,6.225806451612903,10.03225806451613,7.196532258064516,49.68032258064516,53.58064516129032,10.516129032258064,2.6774193548387095,0.3870967741935484,9.64516129032258,533.9032258064516,5.096774193548387,4.583316129032258,22.516129032258064,9.419354838709678,13.548387096774194,4.483870967741935,15.324838709677419,9.0,4,35.13513513513514,1.5135135135135136,10,False,False,False
2025-2026,Crystal Palace,35,44,11,11,13,38,44,35277.892857142855,3.7333333333333334,19.633333333333333,299.1,19.666666666666668,45.43333333333333,44.56666666666667,3.8333333333333335,2.0,2.4347826086956523,16.9,4.266666666666667,10.566666666666666,4.166666666666667,47.6,51.8,10.366666666666667,2.6666666666666665,0.43333333333333335,8.2,383.53333333333336,4.433333333333334,3.5791066666666667,32.36666666666667,8.3,11.4,3.2333333333333334,18.046,12.066666666666666,-6,31.428571428571427,1.0857142857142856,16,False,False,False
2025-2026,Everton,37,50,13,11,13,49,49,45036.8,8.96774193548387,21.719354838709677,283.1290322580645,20.967741935483872,41.25806451612903,45.61290322580645,3.774193548387097,2.4482758620689653,1.2083333333333333,3.2903225806451615,4.387096774193548,8.806451612903226,7.258064516129032,51.25806451612903,52.25806451612903,10.612903225806452,2.6451612903225805,0.45161290322580644,27.0,357.7096774193548,3.935483870967742,4.086396774193549,29.193548387096776,7.903225806451613,11.96774193548387,4.612903225806452,18.61709677419355,28.612903225806452,0,35.13513513513514,1.3243243243243243,9,False,False,False
2025-2026,Fulham,37,48,14,6,17,44,53,34602.24,4.580645161290323,21.967741935483872,390.16129032258067,13.67741935483871,50.29032258064516,44.483870967741936,3.064516129032258,1.0666666666666667,1.1111111111111112,16.387096774193548,4.806451612903226,7.548387096774194,6.741935483870968,50.41935483870968,49.32258064516129,10.580645161290322,2.6,0.25806451612903225,8.064516129032258,464.6774193548387,4.838709677419355,3.5738000000000003,27.032258064516128,8.193548387096774,11.774193548387096,4.419354838709677,16.673548387096773,9.612903225806452,-9,37.83783783783784,1.1891891891891893,11,False,False,False
2025-2026,Leeds United,36,44,10,14,12,48,53,37784.307692307695,6.548387096774194,18.451612903225808,294.51612903225805,19.193548387096776,42.41935483870968,42.41935483870968,3.7666666666666666,2.103448275862069,1.56,24.387096774193548,4.451612903225806,8.32258064516129,6.096774193548387,47.87096774193548,48.064516129032256,9.903225806451612,2.4193548387096775,0.2903225806451613,8.612903225806452,370.64516129032256,4.741935483870968,4.692564516129033,28.70967741935484,8.0,12.67741935483871,5.67741935483871,18.06451612903226,10.03225806451613,-5,27.77777777777778,1.3333333333333333,15,False,False,False
2025-2026,Liverpool,34,58,17,7,10,57,44,49380.03846153846,6.032258064516129,20.096774193548388,436.0967741935484,15.483870967741936,57.16129032258065,52.29032258064516,6.4,2.0,1.88,38.16129032258065,5.806451612903226,8.612903225806452,9.13614193548387,50.27225806451613,62.41935483870968,8.903225806451612,2.533333333333333,0.45161290322580644,6.709677419354839,508.4193548387097,6.193548387096774,3.9405709677419356,25.483870967741936,9.806451612903226,14.67741935483871,6.354838709677419,12.28032258064516,7.741935483870968,13,50.0,1.6764705882352942,5,False,False,False
2025-2026,Liverpool FC,3,1,0,1,2,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,0.0,1.6666666666666667,21,False,False,True
2025-2026,Manchester City,36,75,22,9,5,75,35,48091.92307692308,4.516333333333334,19.966666666666665,500.96666666666664,12.720863333333334,58.5,45.166666666666664,5.266666666666667,2.586206896551724,1.7407407407407407,3.933333333333333,5.666666666666667,9.7,9.733333333333333,52.1,54.93333333333333,10.2,2.466666666666667,0.43333333333333335,18.5,565.0666666666667,5.433333333333334,6.5,21.966666666666665,10.633333333333333,14.4,5.1,16.633333333333333,9.066666666666666,40,61.111111111111114,2.0833333333333335,2,False,True,False
2025-2026,Manchester United,37,68,19,11,7,66,50,57422.2962962963,4.354838709677419,21.93548387096774,373.2258064516129,16.677419354838708,51.193548387096776,46.83870967741935,3.193548387096774,2.1379310344827585,1.4642857142857142,4.193548387096774,4.419354838709677,8.456774193548387,6.419354838709677,51.0,55.096774193548384,9.838709677419354,2.193548387096774,1.6129032258064515,7.967741935483871,451.6774193548387,5.741935483870968,5.67741935483871,43.645161290322584,10.03225806451613,16.870967741935484,5.32258064516129,17.774193548387096,10.377074193548387,16,51.35135135135135,1.7837837837837838,3,False,True,False
2025-2026,Newcastle United,36,47,13,8,15,49,50,47068.07692307692,5.129032258064516,20.548387096774192,348.80645161290323,16.870967741935484,50.806451612903224,46.67741935483871,3.6785714285714284,1.8888888888888888,1.2272727272727273,13.580645161290322,6.161290322580645,14.333333333333334,6.382922580645161,49.03322580645161,54.87096774193548,9.193548387096774,2.8,2.2580645161290325,6.741935483870968,419.03225806451616,4.548387096774194,4.483870967741935,25.806451612903224,8.064516129032258,12.258064516129032,4.612903225806452,13.612903225806452,8.838709677419354,-1,36.11111111111111,1.3611111111111112,12,False,False,False
2025-2026,Nottingham Forest,37,46,12,10,15,48,48,34805.17857142857,7.870967741935484,21.720000000000002,328.2903225806452,14.516129032258064,46.87096774193548,46.193548387096776,3.1666666666666665,1.25,1.037037037037037,4.064516129032258,5.516129032258065,8.516129032258064,7.193548387096774,48.29032258064516,52.83870967741935,10.709677419354838,2.6451612903225805,0.45161290322580644,8.096774193548388,398.96774193548384,18.774193548387096,4.838709677419355,25.096774193548388,7.838709677419355,12.258064516129032,5.290322580645161,17.677419354838708,10.193548387096774,0,32.432432432432435,1.2972972972972974,13,False,False,False
2025-2026,Sunderland,36,46,11,13,12,35,45,44834.46153846154,5.483870967741935,19.00483870967742,274.0,17.096774193548388,42.41935483870968,55.96774193548387,4.5,1.4333333333333333,0.8636363636363636,11.806451612903226,3.4516129032258065,11.0,5.2343935483870965,47.89387096774194,49.935483870967744,10.483870967741936,2.933333333333333,0.6451612903225806,7.870967741935484,342.86645161290323,11.258064516129032,2.905151612903226,28.838709677419356,7.129032258064516,9.0,3.3870967741935485,14.981290322580646,25.774193548387096,-10,30.555555555555557,0.9722222222222222,14,False,False,False
2025-2026,Tottenham Hotspur,36,38,9,11,16,46,55,51794.607142857145,4.55741935483871,21.032258064516128,323.51612903225805,14.57286129032258,49.096774193548384,48.74193548387097,3.3225806451612905,1.75,1.1785714285714286,3.096774193548387,5.225806451612903,10.225806451612904,9.129032258064516,49.806451612903224,50.0,11.35483870967742,2.838709677419355,0.22580645161290322,23.0,397.93548387096774,3.903225806451613,4.838709677419355,27.06451612903226,7.225806451612903,10.741935483870968,4.129032258064516,20.838709677419356,11.903225806451612,-9,25.0,1.2777777777777777,17,False,False,False
2025-2026,West Ham United,36,36,9,9,18,42,62,51851.82142857143,3.446451612903226,20.870967741935484,283.48387096774195,14.321000000000002,41.32258064516129,43.96774193548387,3.3870967741935485,1.6,1.0740740740740742,3.032258064516129,5.387096774193548,8.709677419354838,6.580645161290323,51.67741935483871,47.645161290322584,10.838709677419354,3.7096774193548385,0.0967741935483871,22.193548387096776,358.03225806451616,3.5806451612903225,4.225806451612903,30.387096774193548,7.258064516129032,9.774193548387096,3.2580645161290325,18.580645161290324,10.35483870967742,-20,25.0,1.1666666666666667,18,False,False,True
2025-2026,Wolverhampton,36,18,3,9,24,25,66,36747.8275862069,5.451612903225806,22.70967741935484,281.3225806451613,15.774193548387096,41.225806451612904,43.25806451612903,3.6,1.6551724137931034,1.5217391304347827,2.3870967741935485,3.3870967741935485,9.188600000000001,16.903225806451612,45.87096774193548,48.54838709677419,12.935483870967742,2.6774193548387095,1.6774193548387097,8.774193548387096,352.06548387096774,19.774193548387096,3.129032258064516,28.193548387096776,6.096774193548387,10.580645161290322,3.870967741935484,20.612903225806452,11.774193548387096,-41,8.333333333333332,0.6944444444444444,20,False,False,True
